Date,Account,Inbound Message,Created Time,snTypeColumn,Associated Cases,Replied Post,Status,Account.1,Account Type,Author Name,Campaign Name,ScheduledTime,PublishedTime,Sentiment,Inbound Message Tags,Volume of Fan Messages Replied (SUM),Agent,Response Time (SUM),Inbound Message Cleaned,Replied Post Cleaned
2023-05-01,Glow & Handsome Sri Lanka Facebook,497 ඒක දෙන්න,2023-05-26 06:36:26,Facebook,5753992,මෙම නිෂ්පාදනයෙන් දෙකක් හෝ ඔබට අවශ්‍යය වෙනත් නිෂ්පාදනයක් හෝ ඇත්නම් එය සමග ඇණවුම ලබා දිය හැක. ,SENT,Glow & Handsome Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-26 10:48:29,2023-05-26 10:48:30,Neutral,,1.0,Chamini Madhushika,0 days 04:12:04.578000,497 ඒක දෙන්න,මෙම නිෂ්පාදනයෙන් දෙකක් හෝ ඔබට අවශ්යය වෙනත් නිෂ්පාදනයක් හෝ ඇත්නම් එය සමග ඇණවුම ලබා දිය හැක
2023-05-01,Glow & Handsome Sri Lanka Facebook,497 ඒක දෙන්න,2023-05-26 08:43:00,Facebook,5764067,"Hi Ris, Glow & Handsome Sri Lanka සමග සම්බන්ධ වූවාට ස්තූතියි!
ඔබට ඕනෑම සුපිරි වෙළඳ සැලකින් හෝ අපගේ Ustore.lk (https://www.ustore.lk/) වෙබ් අඩවිය වෙත පිවිස මිලදී ගත හැකිය.
",SENT,Glow & Handsome Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-26 10:38:13,2023-05-26 10:38:13,Neutral,,1.0,Chamini Madhushika,0 days 01:55:13.964000,497 ඒක දෙන්න,Hi Ris Glow Handsome Sri Lanka සමග සම්බන්ධ වූවාට ස්තූතියි ඔබට ඕනෑම සුපිරි වෙළඳ සැලකින් හෝ අපගේ Ustorelk httpswwwustorelk වෙබ් අඩවිය වෙත පිවිස මිලදී ගත හැකිය
2023-05-01,Glow & Handsome Sri Lanka Facebook,Mata aekak one Kohamada ganne dear ??,2023-05-25 14:42:18,Facebook,5753992,Glow and Handsome Instant Brightness Face Wash 50g රුපියල් 497.25/- ට 15% ක වට්ටමක් සහිතව අපගේ Ustore.lk (https://www.ustore.lk/) වෙබ් අඩවිය වෙත පිවිස ලියාපදිංචි වී මිලදී ගත හැකිය. අවම ඇණවුම් ප්‍රමාණය රුපියල් 800කට නොඅඩු විය යුතු වන අතර බෙදාහැරීම් ගාස්තු අය නොකෙරේ.,SENT,Glow & Handsome Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-05-25 15:24:04,2023-05-25 15:24:05,Neutral,,1.0,Randika Soyza,0 days 00:41:47.111000,Mata aekak one Kohamada ganne dear,Glow and Handsome Instant Brightness Face Wash 50g රුපියල් 49725 ට 15 ක වට්ටමක් සහිතව අපගේ Ustorelk httpswwwustorelk වෙබ් අඩවිය වෙත පිවිස ලියාපදිංචි වී මිලදී ගත හැකිය අවම ඇණවුම් ප්රමාණය රුපියල් 800කට නොඅඩු විය යුතු වන අතර බෙදාහැරීම් ගාස්තු අය නොකෙරේ
2023-05-01,Glow & Handsome Sri Lanka Facebook,500ට ගන්න පුළුවන් නෙ,2023-05-21 18:06:09,Facebook,5711040,"Hi Vindana, Thank you for contacting Glow & Handsome Sri Lanka!  
How can I assist you?",SENT,Glow & Handsome Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-05-22 00:38:46,2023-05-22 00:38:47,Positive,,1.0,Randika Soyza,0 days 06:32:38.743000,500ට ගන්න පුළුවන් නෙ,Hi Vindana Thank you for contacting Glow Handsome Sri Lanka How can I assist you
2023-05-01,Glow & Handsome Sri Lanka Facebook,I&#39;m interested. Can you tell me more?,2023-05-26 22:55:10,Facebook,5771680,"Hi Tharusha, Thank you for contacting Glow & Handsome Sri Lanka!
How can I assist you?",SENT,Glow & Handsome Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-05-27 13:26:15,2023-05-27 13:26:16,Neutral,,1.0,Randika Soyza,0 days 14:31:06.515000,Im interested Can you tell me more,Hi Tharusha Thank you for contacting Glow Handsome Sri Lanka How can I assist you
2023-05-01,Dove Sri Lanka Facebook,මම කැමතියි. ඔබට මට තවත් කියන්න පුළුවන් ද?,2023-04-29 17:49:02,Facebook,5479033,"Hi Sajee, තියෙනවා, ඔබට අපගේ Dove Cream නිෂ්පාදනයන් හා එහි මිල ගණන් පිළිබඳව දැනගැනීමට අපගේ වෙබ් අඩවිය වන Ustore.lk (https://www.ustore.lk/collections/dove) වෙත පිවිසෙන්න.",SENT,Dove Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-05-01 14:06:09,2023-05-01 14:06:09,Neutral,,1.0,Randika Soyza,1 days 20:17:14.653000,මම කැමතියි ඔබට මට තවත් කියන්න පුළුවන් ද,Hi Sajee තියෙනවා ඔබට අපගේ Dove Cream නිෂ්පාදනයන් හා එහි මිල ගණන් පිළිබඳව දැනගැනීමට අපගේ වෙබ් අඩවිය වන Ustorelk httpswwwustorelkcollectionsdove වෙත පිවිසෙන්න
2023-05-01,Dove Sri Lanka Facebook,Dove  cream වර්ග ටික  නැද්ද ?,2023-04-30 15:48:35,Facebook,5501819,"Hi Yogarani, Get a free Dove 40ml bottle when you purchase the 180ml bottle and save Rs.240/-

*Available for a limited time only",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-02 15:08:13,2023-05-02 15:08:13,Neutral,,1.0,Chamini Madhushika,1 days 23:19:45.375000,Dove cream වර්ග ටික නැද්ද,Hi Yogarani Get a free Dove 40ml bottle when you purchase the 180ml bottle and save Rs240 Available for a limited time only
2023-05-01,Dove Sri Lanka Facebook,Little  how much,2023-05-30 23:38:17,Facebook,5815026,"Hi Manel, ඔබට Dove Dandruff Care Shampoo එක නිර්දේශ කළ හැකිය.
",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-31 10:55:24,2023-05-31 10:55:26,Neutral,,1.0,Chamini Madhushika,0 days 11:17:09.819000,Little how much,Hi Manel ඔබට Dove Dandruff Care Shampoo එක නිර්දේශ කළ හැකිය
2023-05-01,Dove Sri Lanka Facebook,ඉස්සොරි වලට හොද මොකද්ද,2023-05-20 18:30:24,Facebook,5699495,"Hi Fathima, ඔබට ඕනෑම සුපිරි වෙළඳ සැලකින් මෙය මිලදී ගත හැක.
",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-21 10:29:54,2023-05-21 10:29:54,Neutral,,1.0,Chamini Madhushika,0 days 15:59:34.265000,ඉස්සොරි වලට හොද මොකද්ද,Hi Fathima ඔබට ඕනෑම සුපිරි වෙළඳ සැලකින් මෙය මිලදී ගත හැක
2023-05-01,Dove Sri Lanka Facebook,Home delivery service irukka sir,2023-04-30 20:51:20,Facebook,5507704,"Hi Kutty, Get a free Dove 40ml bottle when you purchase the 180ml bottle and save Rs.240/-

*Available for a limited time only",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-03 08:25:53,2023-05-03 08:25:53,Neutral,,1.0,Chamini Madhushika,2 days 11:34:38.514000,Home delivery service irukka sir,Hi Kutty Get a free Dove 40ml bottle when you purchase the 180ml bottle and save Rs240 Available for a limited time only
2023-05-01,Dove Sri Lanka Facebook,How much price,2023-05-09 13:29:23,Facebook,5584041,"Hi Saghana, Thank you for your feedback!
",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-10 09:52:07,2023-05-10 09:52:09,Positive,,1.0,Chamini Madhushika,0 days 20:22:46.878000,How much price,Hi Saghana Thank you for your feedback
2023-05-01,Dove Sri Lanka Facebook,Super cute and beautiful ❤️,2023-05-10 08:07:00,Facebook,5589956,"Hi Khin, Thank you so much for the love!
",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-10 12:22:59,2023-05-10 12:23:02,Positive,,1.0,Chamini Madhushika,0 days 04:16:02.949000,Super cute and beautiful ❤,Hi Khin Thank you so much for the love
2023-05-01,Dove Sri Lanka Facebook,Good! Do you have conditioner pouches as well?,2023-05-26 11:26:47,Facebook,5765304,"Hi Padma, Thank you for your feedback!
",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-26 11:56:50,2023-05-26 11:56:50,Positive,,1.0,Chamini Madhushika,0 days 00:30:06.462000,Good Do you have conditioner pouches as well,Hi Padma Thank you for your feedback
2023-05-01,Dove Sri Lanka Facebook,Koheda ganna thiyenne?,2023-05-26 16:23:39,Facebook,5767694,"Thanks for the love, Tarasri :) ",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-26 16:41:16,2023-05-26 16:41:18,Positive,,1.0,Chamini Madhushika,0 days 00:17:39.403000,Koheda ganna thiyenne,Thanks for the love Tarasri
2023-05-01,Dove Sri Lanka Facebook,Hair fall pounch nadda,2023-05-24 03:01:18,Facebook,5738994,"Hi Sandaruwan, You can purchase it from any leading supermarket or outlet.",SENT,Dove Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-05-24 16:47:26,2023-05-24 16:47:26,Neutral,,1.0,Randika Soyza,0 days 13:46:11.375000,Hair fall pounch nadda,Hi Sandaruwan You can purchase it from any leading supermarket or outlet
2023-05-01,Dove Sri Lanka Facebook,will you guys will be having this coming up for other shampoo types too?,2023-05-27 07:46:49,Facebook,5774998,"Hi Sanjeewani, ඔබට Dove Intense Repair Shampoo Pouch 100ml රුපියල් 400/- ට මිලදී ගැනීමට හැකිය.",SENT,Dove Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-05-27 15:39:22,2023-05-27 15:39:24,Neutral,,1.0,Randika Soyza,0 days 07:52:35.383000,will you guys will be having this coming up for other shampoo types too,Hi Sanjeewani ඔබට Dove Intense Repair Shampoo Pouch 100ml රුපියල් 400 ට මිලදී ගැනීමට හැකිය
2023-05-01,Dove Sri Lanka Facebook,Refill 100ml pouch eke price kohomada..,2023-05-29 00:37:00,Facebook,5794286,"Hi Rizla, ඔබට Dove Dandruff Care Shampoo එක නිර්දේශ කළ හැකිය.
",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-29 09:42:16,2023-05-29 09:42:18,Neutral,,1.0,Chamini Madhushika,0 days 09:05:18.973000,Refill 100ml pouch eke price kohomada,Hi Rizla ඔබට Dove Dandruff Care Shampoo එක නිර්දේශ කළ හැකිය
2023-05-01,Dove Sri Lanka Facebook,හිස්හොරි වලට Dove කොහි එකද හොද?,2023-05-26 06:35:09,Facebook,5763196,"Hi Janaki, ඔබට Dove Intense Repair Shampoo 180ml රුපියල් 920/- ට මිලදී ගැනීමට හැකිය.
",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-26 08:49:07,2023-05-26 08:49:10,Neutral,,1.0,Chamini Madhushika,0 days 02:14:01.850000,හිස්හොරි වලට Dove කොහි එකද හොද,Hi Janaki ඔබට Dove Intense Repair Shampoo 180ml රුපියල් 920 ට මිලදී ගැනීමට හැකිය
2023-05-01,Dove Sri Lanka Facebook,මෙ ලොකු එක කීයද,2023-05-20 19:29:05,Facebook,5700126,"Hi Daya, ඔබට Dove Intense Repair Shampoo Pouch 100ml රුපියල් 400/- ට මිලදී ගැනීමට හැකිය.",SENT,Dove Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-05-21 11:45:07,2023-05-21 11:45:07,Neutral,,1.0,Randika Soyza,0 days 16:16:05.495000,මෙ ලොකු එක කීයද,Hi Daya ඔබට Dove Intense Repair Shampoo Pouch 100ml රුපියල් 400 ට මිලදී ගැනීමට හැකිය
2023-05-01,Dove Sri Lanka Facebook,මෙි පොඩි එක කියද,2023-05-19 19:06:44,Facebook,5689329,"வணக்கம் ஆனாந்த, நீங்கள் Dove Intense Repair Shampoo 180ml ஐ ரூ.920/-க்கு வாங்கலாம் மற்றும் Dove Intense Repair Shampoo Pouch 100ml ரூ. 400/. உங்களைப் பதிவு செய்து, ஆர்டரைச் செய்ய, எங்கள் வலைத்தளமான Ustore.lk (https://www.ustore.lk/collections/dove) ஐப் பார்வையிடவும். உங்களுக்கு ஏதேனும் உதவி தேவைப்பட்டால் எங்களுக்குத் தெரியப்படுத்துங்கள்!",SENT,Dove Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-05-21 09:28:11,2023-05-21 09:28:11,Neutral,,1.0,Randika Soyza,1 days 14:21:31.017000,මෙි පොඩි එක කියද,வணக்கம் ஆனாந்த நீங்கள் Dove Intense Repair Shampoo 180ml ஐ ரூ920க்கு வாங்கலாம் மற்றும் Dove Intense Repair Shampoo Pouch 100ml ரூ 400 உங்களைப் பதிவு செய்து ஆர்டரைச் செய்ய எங்கள் வலைத்தளமான Ustorelk httpswwwustorelkcollectionsdove ஐப் பார்வையிடவும் உங்களுக்கு ஏதேனும் உதவி தேவைப்பட்டால் எங்களுக்குத் தெரியப்படுத்துங்கள்
2023-05-01,Dove Sri Lanka Facebook,Curly hair ekakata dove koi ekada hoda,2023-05-29 18:09:33,Facebook,5801094,"Hi Asha, ඔබට ඕනෑම සුපිරි වෙළඳ සැලකින් මෙය මිලදී ගත හැක.
",SENT,Dove Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-05-30 12:50:53,2023-05-30 12:50:53,Neutral,,1.0,Randika Soyza,0 days 18:41:23.847000,Curly hair ekakata dove koi ekada hoda,Hi Asha ඔබට ඕනෑම සුපිරි වෙළඳ සැලකින් මෙය මිලදී ගත හැක
2023-05-01,Dove Sri Lanka Facebook,Kohenda ganna puluwan,2023-05-28 21:08:29,Facebook,5792975,"Hi Sithmi, ඔබට Dove Intense Repair Shampoo 180ml රුපියල් 920/- ට Dove Intense Repair Shampoo 100ml Pouch රුපියල් 400/- ට මිලදී ගැනීමට හැකිය.
",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-29 08:38:14,2023-05-29 08:38:14,Neutral,,1.0,Chamini Madhushika,0 days 11:29:48.188000,Kohenda ganna puluwan,Hi Sithmi ඔබට Dove Intense Repair Shampoo 180ml රුපියල් 920 ට Dove Intense Repair Shampoo 100ml Pouch රුපියල් 400 ට මිලදී ගැනීමට හැකිය
2023-05-01,Dove Sri Lanka Facebook,Kohada ganna tiyana,2023-05-27 13:09:22,Facebook,5777716,"Hi Clara, ඔබට අපගේ Ustore.lk (https://ustore.lk/collections/dove) වෙබ් අඩවිය වෙත පිවිස ලියාපදිංචි වී මිලදී ගත හැකිය.

",SENT,Dove Sri Lanka Facebook,FBPAGE,Nethmi Kudahetty,Customer Care (Unilever),2023-05-27 16:42:47,2023-05-27 16:42:49,Neutral,availability query,1.0,Nethmi Kudahetty,0 days 03:33:27.596000,Kohada ganna tiyana,Hi Clara ඔබට අපගේ Ustorelk httpsustorelkcollectionsdove වෙබ් අඩවිය වෙත පිවිස ලියාපදිංචි වී මිලදී ගත හැකිය
2023-05-01,Dove Sri Lanka Facebook,Kohada ganna tiyana,2023-05-28 19:21:10,Facebook,5791967,"Dove Sri Lanka වෙතින් Body Wash එකක් හඳුන්වා දී නැති බව කරුණාවෙන් සලකන්න. කෙසේ නමුත් ඔබට, අපගේ අනෙකුත් නිෂ්පාදනයන් හා එහි මිල ගණන් පිළිබඳව දැනගැනීමට අපගේ වෙබ් අඩවිය වන Ustore.lk (https://www.ustore.lk/collections/dove) වෙත පිවිසෙන්න.",SENT,Dove Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-05-28 19:28:51,2023-05-28 19:28:52,Neutral,,1.0,Randika Soyza,0 days 00:07:42.380000,Kohada ganna tiyana,Dove Sri Lanka වෙතින් Body Wash එකක් හඳුන්වා දී නැති බව කරුණාවෙන් සලකන්න කෙසේ නමුත් ඔබට අපගේ අනෙකුත් නිෂ්පාදනයන් හා එහි මිල ගණන් පිළිබඳව දැනගැනීමට අපගේ වෙබ් අඩවිය වන Ustorelk httpswwwustorelkcollectionsdove වෙත පිවිසෙන්න
2023-05-01,Dove Sri Lanka Facebook,Price akath  akk,2023-05-27 22:47:43,Facebook,5783343,"Hi Tharu, Thank you for contacting Dove Sri Lanka!
Please kindly note that currently, we have Dove intense repair shampoo 100ml Pouch only. ",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-29 12:28:59,2023-05-29 12:29:01,Neutral,,1.0,Chamini Madhushika,1 days 13:41:18.377000,Price akath akk,Hi Tharu Thank you for contacting Dove Sri Lanka Please kindly note that currently we have Dove intense repair shampoo 100ml Pouch only
2023-05-01,Dove Sri Lanka Facebook,Do you sell conditioner like this pouch?,2023-05-21 22:28:05,Facebook,5713488,"Hi Suvi, Dove Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි!
ඔබට Dove Intense Repair Shampoo එක සහ Dove Intense Repair Conditioner එක නිර්දේශ කරන්න පුළුවන්.
",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-22 11:33:35,2023-05-22 11:33:37,Neutral,,1.0,Chamini Madhushika,0 days 13:05:32.416000,Do you sell conditioner like this pouch,Hi Suvi Dove Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි ඔබට Dove Intense Repair Shampoo එක සහ Dove Intense Repair Conditioner එක නිර්දේශ කරන්න පුළුවන්
2023-05-01,Dove Sri Lanka Facebook,Mn konde rebonding karala thiyna .ithin mata gelapena shampoo and conditioner aka kiyna,2023-05-22 20:29:10,Facebook,5723984,"Hi Nawarathna, Dove Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි! 
ඔබට මිලදී ගැනීමට අවශ්‍ය නිෂ්පාදනය කුමක්දැයි සඳහන් කලහැකිද?",SENT,Dove Sri Lanka Facebook,FBPAGE,Nethmi Kudahetty,Customer Care (Unilever),2023-05-23 11:33:18,2023-05-23 11:33:19,Neutral,availability of product,1.0,Nethmi Kudahetty,0 days 15:04:09.915000,Mn konde rebonding karala thiyna ithin mata gelapena shampoo and conditioner aka kiyna,Hi Nawarathna Dove Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි ඔබට මිලදී ගැනීමට අවශ්ය නිෂ්පාදනය කුමක්දැයි සඳහන් කලහැකිද
2023-05-01,Dove Sri Lanka Facebook,650 ml wage thiyenawada,2023-05-25 12:55:56,Facebook,5753536,"Hi Thakshila, Dove Sri Lanka සමග සම්බන්ධ වූවාට ස්තූතියි!
ඔබට Dove Intense Repair Shampoo එක නිර්දේශ කළ හැකිය.
",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-25 14:56:54,2023-05-25 14:56:55,Neutral,,1.0,Chamini Madhushika,0 days 02:00:59.348000,650 ml wage thiyenawada,Hi Thakshila Dove Sri Lanka සමග සම්බන්ධ වූවාට ස්තූතියි ඔබට Dove Intense Repair Shampoo එක නිර්දේශ කළ හැකිය
2023-05-01,Dove Sri Lanka Facebook,මගේ කොන්ඩෙ පිරනකොට හැලෙනවා .කිසිම තෙතමනයක් නෑ.මට මොකක්ද ගැලපෙන Dove shampoo  එක,2023-05-31 17:00:00,Facebook,5813516,"සමාවෙන්න. අප සතුව ධාරිතාවය 1l ප්‍රමාණයේ Shampoo සහ Conditioner නොමැති බව කරුණාවෙන් සලකන්න. කෙසේ නමුත් ඔබට, අපගේ අනෙකුත් නිෂ්පාදනයන් හා එහි මිල ගණන් පිළිබඳව දැනගැනීමට අපගේ වෙබ් අඩවිය වන Ustore.lk (https://www.ustore.lk/collections/dove) වෙත පිවිසෙන්න.",SENT,Dove Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-05-31 17:05:07,2023-05-31 17:05:08,Neutral,,1.0,Randika Soyza,0 days 00:05:08.842000,මගේ කොන්ඩෙ පිරනකොට හැලෙනවා කිසිම තෙතමනයක් නෑමට මොකක්ද ගැලපෙන Dove shampoo එක,සමාවෙන්න අප සතුව ධාරිතාවය 1l ප්රමාණයේ Shampoo සහ Conditioner නොමැති බව කරුණාවෙන් සලකන්න කෙසේ නමුත් ඔබට අපගේ අනෙකුත් නිෂ්පාදනයන් හා එහි මිල ගණන් පිළිබඳව දැනගැනීමට අපගේ වෙබ් අඩවිය වන Ustorelk httpswwwustorelkcollectionsdove වෙත පිවිසෙන්න
2023-05-01,Dove Sri Lanka Facebook,1L ගන්න තියෙනවද,2023-05-28 19:10:53,Facebook,5791967,"Hi Ruwathika, Dove Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි! 
ඔබට සහාය වන්නේ කෙසේද?",SENT,Dove Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-05-28 19:19:42,2023-05-28 19:19:43,Neutral,,1.0,Randika Soyza,0 days 00:08:50.113000,1L ගන්න තියෙනවද,Hi Ruwathika Dove Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි ඔබට සහාය වන්නේ කෙසේද
2023-05-01,Dove Sri Lanka Facebook,Mata  podi deyak  dana  ganna puluwanda,2023-05-28 19:10:53,Facebook,5791967,"සමාවන්න, ඔබ සඳහන් කරන ලද නිෂ්පාදනය Dove Sri Lanka වෙතින් හදුන්වා දී නැති බව කරුණාවෙන් සලකන්න. කෙසේ නමුත් ඔබට, අපගේ අනෙකුත් නිෂ්පාදනයන් හා එහි මිල ගණන් පිළිබඳව දැනගැනීමට අපගේ වෙබ් අඩවිය වන Ustore.lk (https://www.ustore.lk/collections/dove) වෙත පිවිසෙන්න.",SENT,Dove Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-05-28 19:24:19,2023-05-28 19:24:20,Neutral,,1.0,Randika Soyza,0 days 00:13:27.626000,Mata podi deyak dana ganna puluwanda,සමාවන්න ඔබ සඳහන් කරන ලද නිෂ්පාදනය Dove Sri Lanka වෙතින් හදුන්වා දී නැති බව කරුණාවෙන් සලකන්න කෙසේ නමුත් ඔබට අපගේ අනෙකුත් නිෂ්පාදනයන් හා එහි මිල ගණන් පිළිබඳව දැනගැනීමට අපගේ වෙබ් අඩවිය වන Ustorelk httpswwwustorelkcollectionsdove වෙත පිවිසෙන්න
2023-05-01,Dove Sri Lanka Facebook,Mata  podi deyak  dana  ganna puluwanda,2023-04-29 17:23:26,Facebook,5478538,"Hi Rebekka, Thank you for contacting Dove Sri Lanka!
You can purchase Dove Hair Fall Rescue Shampoo 180ml for Rs.920/- and Dove Hair Fall Rescue Conditioner 180ml for Rs.920/-. Please visit our website Ustore.lk (https://www.ustore.lk/collections/dove) to register yourself and place the order. If not we can assist you in placing your order.  Can you please send us your details as given below?
Name:
Address:
District:
Contact Number :",SENT,Dove Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-05-01 13:42:04,2023-05-01 13:42:06,Neutral,,1.0,Randika Soyza,1 days 20:18:40.700000,Mata podi deyak dana ganna puluwanda,Hi Rebekka Thank you for contacting Dove Sri Lanka You can purchase Dove Hair Fall Rescue Shampoo 180ml for Rs920 and Dove Hair Fall Rescue Conditioner 180ml for Rs920 Please visit our website Ustorelk httpswwwustorelkcollectionsdove to register yourself and place the order If not we can assist you in placing your order Can you please send us your details as given below Name Address District Contact Number
2023-05-01,Dove Sri Lanka Facebook,Straightening hair shampoo?,2023-05-28 22:17:19,Facebook,4611810,"You can purchase Dove Strengthening Ritual Conditioner 180ml for Rs.1020/-
",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-29 07:28:04,2023-05-29 07:28:05,Neutral,,1.0,Chamini Madhushika,0 days 09:10:46.819000,Straightening hair shampoo,You can purchase Dove Strengthening Ritual Conditioner 180ml for Rs1020
2023-05-01,Dove Sri Lanka Facebook,I need price pls,2023-05-11 10:46:56,Facebook,5599630,"Hi Kawya, Dove Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි! 
Dove වෙතින් Face Wash එකක් හඳුන්වා දී නැති බව කරුණාවෙන් සලකන්න. ඔව්, අපගේ බෙදාහැරීම් සේවාවන් දිවයින පුරා ක්‍රියාත්මක වන අතර ඒ සඳහා බෙදාහැරීම් ගාස්තු අය නොකෙරේ. අපගේ වෙබ් අඩවිය වන Ustore.lk (http://bit.ly/2IcSu0V)  වෙත පිවිස, අවශ්‍යය ඕනෑම Dove නිෂ්පාදනයක් මිලදී ගත හැකිය. වැඩිදුර විමසීම් සඳහා අපගේ පාරිභෝගික සේවා අංශය වන 1323 ( ගාස්තු රහිතයි ) හෝ  077 700 2 700 යන අංකය වෙත කෙටි පණිවුඩයක් හෝ WhatsApp පණිවුඩයක් යොමු කරන්න.

",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-11 14:43:17,2023-05-11 14:43:19,Neutral,,1.0,Chamini Madhushika,0 days 03:56:23.116000,I need price pls,Hi Kawya Dove Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි Dove වෙතින් Face Wash එකක් හඳුන්වා දී නැති බව කරුණාවෙන් සලකන්න ඔව් අපගේ බෙදාහැරීම් සේවාවන් දිවයින පුරා ක්රියාත්මක වන අතර ඒ සඳහා බෙදාහැරීම් ගාස්තු අය නොකෙරේ අපගේ වෙබ් අඩවිය වන Ustorelk httpbitly2IcSu0V වෙත පිවිස අවශ්යය ඕනෑම Dove නිෂ්පාදනයක් මිලදී ගත හැකිය වැඩිදුර විමසීම් සඳහා අපගේ පාරිභෝගික සේවා අංශය වන 1323 ගාස්තු රහිතයි හෝ 077 700 2 700 යන අංකය වෙත කෙටි පණිවුඩයක් හෝ WhatsApp පණිවුඩයක් යොමු කරන්න
2023-05-01,Dove Sri Lanka Facebook,Dove face wash noe,2023-05-09 00:28:53,Facebook,5580878,"Hi Saheen, Thank you for contacting Dove Sri Lanka!
How can I assist you?",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-09 09:38:25,2023-05-09 09:38:27,Positive,,1.0,Chamini Madhushika,0 days 09:09:34.506000,Dove face wash noe,Hi Saheen Thank you for contacting Dove Sri Lanka How can I assist you
2023-05-01,Dove Sri Lanka Facebook,I&#39;m interested. Can you tell me more?,2023-05-27 23:11:56,Facebook,5783503,"Hi Jency, Thank you for contacting Dove Sri Lanka!
You can purchase Dove Strengthening Ritual Shampoo 180ml for Rs.1,020/- and Dove Strengthening Ritual Conditioner 180ml for Rs.1,020/-. If you wish to purchase, Please visit our website Ustore.lk (https://www.ustore.lk/collections/dove) to register yourself and place the order. If not we can assist you in placing your order. Can you please send us your details as given below?
Name:
Address:
District:
Contact Number :",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-05-28 10:35:31,2023-05-28 10:35:32,Neutral,,1.0,Chamini Madhushika,0 days 11:23:36.897000,Im interested Can you tell me more,Hi Jency Thank you for contacting Dove Sri Lanka You can purchase Dove Strengthening Ritual Shampoo 180ml for Rs1020 and Dove Strengthening Ritual Conditioner 180ml for Rs1020 If you wish to purchase Please visit our website Ustorelk httpswwwustorelkcollectionsdove to register yourself and place the order If not we can assist you in placing your order Can you please send us your details as given below Name Address District Contact Number
